Domain,"Is Registered","Tech Email","Admin Email","Name Servers","Created At","Changed At",Sponsor,"Expires At","Admin Name","Admin Phone","Registrant Name","Registrant Phone"
prosstar.com,yes,,,"ns1.nwpro2.fcomet.com, ns2.nwpro2.fcomet.com",2018-12-07,2020-04-26,,,,,,
