URL,"HTTP Code",Status,"Total Time (sec)","Name Lookup Time (sec)","Connect Time (sec)","Download Speed Time","Check Status Date"
https://codecanyon.net/,200,OK,1.094,0.063,0.094,366499,"2020-02-09 19:12:45"
